sample_id,omics_id,sample_name,organ,species,sample_number,cell_number
SAM000184076,SCT000000274,RHP7565 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184077,SCT000000274,RHP7566 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184078,SCT000000274,RHP7567 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184079,SCT000000274,RHP7568 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184080,SCT000000274,RHP7569 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184081,SCT000000274,RHP7570 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184061,SCT000000274,RHP7550 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183264,SCT000000274,RHP4868 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183263,SCT000000274,RHP4867 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183259,SCT000000274,RHP4863 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183886,SCT000000274,RHP6372 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183394,SCT000000274,RHP4998 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000183365,SCT000000274,RHP4969 scRNA-Seq,liver,Homo sapiens,2238,2036
SAM000184060,SCT000000274,RHP7549 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184057,SCT000000274,RHP7546 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183926,SCT000000274,RHP6412 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183927,SCT000000274,RHP6413 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183929,SCT000000274,RHP6415 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183930,SCT000000274,RHP6416 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183931,SCT000000274,RHP6417 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183932,SCT000000274,RHP6418 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183933,SCT000000274,RHP6419 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183935,SCT000000274,RHP6421 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183937,SCT000000274,RHP6423 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183938,SCT000000274,RHP6424 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183939,SCT000000274,RHP6425 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183940,SCT000000274,RHP6426 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183941,SCT000000274,RHP6427 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183925,SCT000000274,RHP6411 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183942,SCT000000274,RHP6428 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183944,SCT000000274,RHP6430 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183945,SCT000000274,RHP6431 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183946,SCT000000274,RHP6432 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183949,SCT000000274,RHP6435 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183950,SCT000000274,RHP6436 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183951,SCT000000274,RHP6437 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183953,SCT000000274,RHP6439 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183955,SCT000000274,RHP6441 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183956,SCT000000274,RHP6442 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183957,SCT000000274,RHP6443 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183958,SCT000000274,RHP6444 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183959,SCT000000274,RHP6445 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183960,SCT000000274,RHP6446 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183943,SCT000000274,RHP6429 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183962,SCT000000274,RHP6448 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183924,SCT000000274,RHP6410 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183920,SCT000000274,RHP6406 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183890,SCT000000274,RHP6376 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183891,SCT000000274,RHP6377 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183892,SCT000000274,RHP6378 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184059,SCT000000274,RHP7548 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183893,SCT000000274,RHP6379 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183894,SCT000000274,RHP6380 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183895,SCT000000274,RHP6381 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183896,SCT000000274,RHP6382 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183897,SCT000000274,RHP6383 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183898,SCT000000274,RHP6384 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183899,SCT000000274,RHP6385 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183900,SCT000000274,RHP6386 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183901,SCT000000274,RHP6387 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183921,SCT000000274,RHP6407 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183902,SCT000000274,RHP6388 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183904,SCT000000274,RHP6390 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183905,SCT000000274,RHP6391 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183906,SCT000000274,RHP6392 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183907,SCT000000274,RHP6393 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183909,SCT000000274,RHP6395 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183910,SCT000000274,RHP6396 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183911,SCT000000274,RHP6397 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183912,SCT000000274,RHP6398 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183913,SCT000000274,RHP6399 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183914,SCT000000274,RHP6400 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183915,SCT000000274,RHP6401 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183918,SCT000000274,RHP6404 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183919,SCT000000274,RHP6405 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183903,SCT000000274,RHP6389 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183963,SCT000000274,RHP6449 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183923,SCT000000274,RHP6409 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183967,SCT000000274,RHP6453 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184012,SCT000000274,RHP6498 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184014,SCT000000274,RHP6500 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184016,SCT000000274,RHP6502 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184017,SCT000000274,RHP6503 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184022,SCT000000274,RHP6508 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184024,SCT000000274,RHP6510 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184025,SCT000000274,RHP6511 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184026,SCT000000274,RHP6512 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184028,SCT000000274,RHP6514 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184030,SCT000000274,RHP6516 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184032,SCT000000274,RHP6518 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184034,SCT000000274,RHP6520 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184035,SCT000000274,RHP6521 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184036,SCT000000274,RHP6522 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184038,SCT000000274,RHP6524 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184040,SCT000000274,RHP6526 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184041,SCT000000274,RHP6527 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184043,SCT000000274,RHP6529 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184044,SCT000000274,RHP6530 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184045,SCT000000274,RHP6531 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184046,SCT000000274,RHP6532 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184048,SCT000000274,RHP6534 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184049,SCT000000274,RHP6535 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184050,SCT000000274,RHP6536 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184055,SCT000000274,RHP7544 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000183965,SCT000000274,RHP6451 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184054,SCT000000274,RHP7543 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184056,SCT000000274,RHP7545 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184052,SCT000000274,RHP7541 scRNA-Seq,tonsil,Homo sapiens,2238,2036
SAM000184011,SCT000000274,RHP6497 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184008,SCT000000274,RHP6494 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184015,SCT000000274,RHP6501 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184004,SCT000000274,RHP6490 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183968,SCT000000274,RHP6454 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183969,SCT000000274,RHP6455 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183970,SCT000000274,RHP6456 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183973,SCT000000274,RHP6459 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183974,SCT000000274,RHP6460 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183975,SCT000000274,RHP6461 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183976,SCT000000274,RHP6462 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183978,SCT000000274,RHP6464 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183980,SCT000000274,RHP6466 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183983,SCT000000274,RHP6469 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184007,SCT000000274,RHP6493 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183988,SCT000000274,RHP6474 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183989,SCT000000274,RHP6475 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183990,SCT000000274,RHP6476 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183991,SCT000000274,RHP6477 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183984,SCT000000274,RHP6470 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183994,SCT000000274,RHP6480 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183995,SCT000000274,RHP6481 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183996,SCT000000274,RHP6482 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183997,SCT000000274,RHP6483 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183998,SCT000000274,RHP6484 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183999,SCT000000274,RHP6485 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184003,SCT000000274,RHP6489 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184000,SCT000000274,RHP6486 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000183992,SCT000000274,RHP6478 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184001,SCT000000274,RHP6487 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184002,SCT000000274,RHP6488 scRNA-Seq,blood,Homo sapiens,2238,2036
SAM000184106,SCT000000275,Pt63_Tumor,liver,Homo sapiens,24,3800
SAM000184139,SCT000000278,Cirrhotic4_Cd45+,Liver,Homo sapiens,26,22769
SAM000184135,SCT000000278,Cirrhotic2_Cd45+,Liver,Homo sapiens,26,22769
SAM000184132,SCT000000278,Cirrhotic1_Cd45+,Liver,Homo sapiens,26,22769
SAM000184138,SCT000000278,Cirrhotic3_Cd45-,Liver,Homo sapiens,26,22769
SAM000184136,SCT000000278,Cirrhotic2_CD45-,Liver,Homo sapiens,26,22769
SAM000184137,SCT000000278,Cirrhotic3_CD45+,Liver,Homo sapiens,26,22769
SAM000184140,SCT000000278,Cirrhotic5_Cd45+,Liver,Homo sapiens,26,22769
SAM000184107,SCT000000276,Nizatidine-treated immune cells,liver,Homo sapiens,2,681
SAM000184108,SCT000000276,DMSO-treated immune cells,liver,Homo sapiens,2,681
SAM000184117,SCT000000277,Huh751_D7_3,liver,Homo sapiens,12,12
SAM000184116,SCT000000277,Huh751_D7_2,liver,Homo sapiens,12,12
SAM000184115,SCT000000277,Huh751_D7_1,liver,Homo sapiens,12,12
SAM000184114,SCT000000277,Huh751_D3_3,liver,Homo sapiens,12,12
SAM000184113,SCT000000277,Huh751_D3_2,liver,Homo sapiens,12,12
SAM000184112,SCT000000277,Huh751_D3_1,liver,Homo sapiens,12,12
SAM000184120,SCT000000277,Huh751_D10_3,liver,Homo sapiens,12,12
SAM000184119,SCT000000277,Huh751_D10_2,liver,Homo sapiens,12,12
SAM000184118,SCT000000277,Huh751_D10_1,liver,Homo sapiens,12,12
SAM000184111,SCT000000277,Huh751_D0_3,liver,Homo sapiens,12,12
SAM000184110,SCT000000277,Huh751_D0_2,liver,Homo sapiens,12,12
SAM000184109,SCT000000277,Huh751_D0_1,liver,Homo sapiens,12,12
SAM000184152,SCT000000279,donor 2_liver,liver,Homo sapiens,9,28000
SAM000184155,SCT000000279,donor 4_liver,liver,Homo sapiens,9,28000
SAM000184149,SCT000000279,donor 1_liver,liver,Homo sapiens,9,28000
SAM000184167,SCT000000280,Sample_06_tumor,liver,Homo sapiens,12,17410
SAM000184166,SCT000000280,Sample_05_tumor,liver,Homo sapiens,12,17410
SAM000184165,SCT000000280,Sample_04_tumor,liver,Homo sapiens,12,17410
SAM000184163,SCT000000280,Sample_02_tumor,liver,Homo sapiens,12,17410
SAM000184164,SCT000000280,Sample_03_tumor,liver,Homo sapiens,12,17410
SAM000184162,SCT000000280,Sample_01_tumor,liver,Homo sapiens,12,17410
SAM000184178,SCT000000282,CS15_yolk_sac_10x,embryo,Homo sapiens,2,11932
SAM000184177,SCT000000282,CS11_yolk_sac_10x,embryo,Homo sapiens,2,11932
SAM000184175,SCT000000281,CS20_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184174,SCT000000281,CS15_human_embryo_02,embryo,Homo sapiens,9,1231
SAM000184171,SCT000000281,CS23_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184170,SCT000000281,CS11_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184169,SCT000000281,CS17_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184172,SCT000000281,CS13_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184173,SCT000000281,CS12_human_embryo_01,embryo,Homo sapiens,9,1231
SAM000184189,SCT000000283,CS15_and_CS17_Blood_Liver,embryo,Homo sapiens,11,19645
SAM000184198,SCT000000284,Th17 rep1,specific cell,Mus musculus,12,12
SAM000184200,SCT000000284,Th2 rep1,specific cell,Mus musculus,12,12
SAM000184190,SCT000000284,iTreg rep1,specific cell,Mus musculus,12,12
SAM000184201,SCT000000284,Th2 rep2,specific cell,Mus musculus,12,12
SAM000184192,SCT000000284,Naive rep1,specific cell,Mus musculus,12,12
SAM000184193,SCT000000284,Naive rep2,specific cell,Mus musculus,12,12
SAM000184194,SCT000000284,Treg rep1,specific cell,Mus musculus,12,12
SAM000184191,SCT000000284,iTreg rep2,specific cell,Mus musculus,12,12
SAM000184196,SCT000000284,Th1 rep1,specific cell,Mus musculus,12,12
SAM000184197,SCT000000284,Th1 rep2,specific cell,Mus musculus,12,12
SAM000184199,SCT000000284,Th17 rep2,specific cell,Mus musculus,12,12
SAM000184195,SCT000000284,Treg rep2,specific cell,Mus musculus,12,12
SAM000184203,SCT000000285,Sample 2,embryo,Mus musculus,4,2332
